fbref id,mv2020
f586779e,40000000.0
2b09d998,11500000.0
ee926a02,5500000.0
f76e6b4e,4000000.0
4d034881,52000000.0
89ac64a6,20000000.0
05439de2,52000000.0
834d0be5,13500000.0
4601e194,40000000.0
a7a9d95a,28000000.0
77e84962,48000000.0
f7d50789,24000000.0
6c811eb7,18000000.0
cd1acf9d,99000000.0
7a2e46a8,72000000.0
cc700722,32000000.0
cea4ee8f,64000000.0
67b3d74b,6500000.0
f4290206,20000000.0
8ce30c57,4800000.0
8b3ab7ad,8000000.0
555d5edd,16000000.0
10b9fa99,9000000.0
e34fc66d,16000000.0
dc008610,3200000.0
ef9c1c95,8000000.0
b35db3f6,1600000.0
30941e96,17500000.0
30941e96,17500000.0
108fe016,4000000.0
a5db0bec,49500000.0
c63f6e46,2000000.0
56413b1f,12000000.0
fa18c72e,5500000.0
2f965a72,13000000.0
fdd60087,12000000.0
28d596a0,32000000.0
089550f5,6500000.0
45af8a54,32000000.0
552e00b9,2400000.0
8f5bfaac,1600000.0
5c2b4f07,16000000.0
10549b49,14500000.0
53cad200,24000000.0
6438d426,2000000.0
3a233281,29500000.0
a58bb1e1,32000000.0
7c3ed041,7200000.0
b2bd0f6c,16000000.0
6928979a,36000000.0
d7c09951,10000000.0
3a24769f,21500000.0
8e7f49d3,16000000.0
e5bf73f3,11000000.0
2973d8ff,17500000.0
69374ff5,2400000.0
7bcc0708,2800000.0
50dc94ce,44000000.0
e204ec12,4000000.0
bee0bab1,12000000.0
c50281a0,7000000.0
070ec0b1,7000000.0
3b8674e6,40000000.0
70d74ece,32000000.0
6fbde63a,1600000.0
d0b6129f,20000000.0
a29b1131,28000000.0
ee93c1a9,28000000.0
433dc9a2,16000000.0
07a821e4,5400000.0
9e1577aa,9500000.0
691bef82,20000000.0
27f0fcda,2000000.0
2db2fd7b,12000000.0
24b98f95,2400000.0
0da6a13e,4500000.0
52ec54d0,20000000.0
9f936061,1000000.0
2b3efa4a,1600000.0
5e8936be,2600000.0
1c07b06e,1600000.0
8bbe2df5,5800000.0
a167537f,40000000.0
10072610,1200000.0
33b8d077,48000000.0
4e204552,11000000.0
e40d028b,1000000.0
70a9cba5,600000.0
9d12e142,11000000.0
5ab0ea87,28000000.0
720611fe,900000.0
a179d516,600000.0
ac7e640b,11000000.0
78841da9,9500000.0
13ea2544,6500000.0
a65ce836,24000000.0
ab77f2d9,800000.0
bd6351cd,36000000.0
356c9002,5500000.0
f81ef10d,7200000.0
de39485a,22500000.0
4958bfb2,40000000.0
4d224fe8,64000000.0
197640fd,16000000.0
527f063d,20000000.0
31a62dc7,16000000.0
10fe831e,2400000.0
5e1028e5,8000000.0
f5dfc256,3200000.0
b34c63a5,18000000.0
0ac94a23,4800000.0
262e5a82,7000000.0
1cb49278,24000000.0
04ac8285,14500000.0
042e8a49,40000000.0
0331786b,800000.0
a6951bf8,19000000.0
6ceef869,2000000.0
beb391dd,10500000.0
5c07e176,400000.0
01eb744d,32000000.0
c78b352d,2700000.0
a190d597,14500000.0
4fa7cb9b,24000000.0
808d48f3,3200000.0
c56ee8f7,900000.0
fdf3cb77,1600000.0
1840e36d,48000000.0
0ef89a37,56000000.0
0ab1f153,14500000.0
574fff8c,3600000.0
dc62b55d,13500000.0
44eb9093,10500000.0
9591723b,200000.0
29c02c9f,16000000.0
db4ed67b,6500000.0
ca45605e,7200000.0
94b2001f,16000000.0
d781d855,45000000.0
44781702,17500000.0
e46012d4,120000000.0
2ef7c612,7600000.0
ae4e2852,9500000.0
c8e65157,3000000.0
fe641c1a,17500000.0
6b6cbca4,5500000.0
e7986081,40000000.0
b19db005,56000000.0
e3cceee6,27000000.0
54b4dc4e,24000000.0
dc3fa3b5,13500000.0
dc3fa3b5,13500000.0
47af88b8,12000000.0
2c44a35d,13500000.0
85686f86,1200000.0
8f696594,44000000.0
5976f83e,18000000.0
365836c9,3200000.0
230a2fac,16000000.0
19cda00b,32000000.0
aeed5c06,27000000.0
dda3969e,4800000.0
d2110326,17500000.0
fc62f087,28000000.0
31c69ef1,30500000.0
8104e41e,19000000.0
407feb71,13500000.0
ac861941,20000000.0
e06683ca,80000000.0
db3cb6ee,3200000.0
b2336681,4500000.0
6eee05f1,12000000.0
b5f7d10b,3600000.0
c9cb972b,6000000.0
d072a976,800000.0
67ac5bb8,17500000.0
6fd8a334,5200000.0
1a992676,24000000.0
60e86875,13000000.0
ff0ab48c,12000000.0
e0921a4f,72000000.0
448a3608,13000000.0
f0fc9d0e,1200000.0
3bb7b8b4,56000000.0
73d6a176,3200000.0
4f56170e,4800000.0
cf007308,15500000.0
980522ec,68000000.0
1c78737d,5200000.0
7ff93107,9000000.0
7f3b388c,56000000.0
8263d615,
66116290,4800000.0
810e40c1,1200000.0
0ba976e4,36000000.0
691f64f5,6000000.0
874d7a32,2800000.0
51a3c4c8,25500000.0
8aafd64f,81000000.0
e2dde94c,13500000.0
e2dde94c,13500000.0
101da2b5,8000000.0
4c370d81,72000000.0
24f59bb2,20000000.0
e288d4b3,16000000.0
ed1e53f3,27000000.0
90f87966,1200000.0
9a2e0ccc,22500000.0
6c7762c3,13500000.0
98d2c2c4,20000000.0
ceb30355,800000.0
0d10333c,12000000.0
3b387cc7,725000.0
ce30bfc8,12000000.0
42276181,6500000.0
72c812f3,24000000.0
ac3fb1be,4800000.0
2bed3eab,6300000.0
62db2015,2200000.0
aad9c3f3,1600000.0
63d17038,2800000.0
16ceb862,7000000.0
88e357ef,72000000.0
50c1ff86,2000000.0
fc4f85b1,8000000.0
51ffa295,5500000.0
f0f7f62f,13000000.0
7a11550b,33500000.0
4c2e9442,32000000.0
6e4df551,13000000.0
cc86b9a3,40000000.0
2d970560,20000000.0
9efa1d25,10500000.0
aad56ca3,4000000.0
df69b544,96000000.0
b1f4086c,28000000.0
e6bc67d7,22500000.0
048a1cbc,28000000.0
8754c7ca,3200000.0
82518f62,28000000.0
bcb2ccd8,9500000.0
819b3158,40000000.0
1f44ac21,72000000.0
1f44ac21,72000000.0
0127419a,4500000.0
92432bc6,15500000.0
55537f53,1200000.0
e42d61c7,54000000.0
8ff2354e,17500000.0
74419746,4800000.0
47327321,2300000.0
3b333ac3,12000000.0
fed7cb61,81000000.0
a39bb753,80000000.0
50871bcc,32000000.0
169fd162,10000000.0
935e6b8f,28000000.0
555f3a0b,20000000.0
c3ee18ef,56000000.0
436a9dd0,16000000.0
a8542814,16000000.0
92e7e919,64000000.0
360e3062,5500000.0
8a08491a,25500000.0
d72f8d9e,2400000.0
d5c04323,3000000.0
ad3389d5,8000000.0
f2d063ec,4000000.0
15f3ec41,31500000.0
05d548d8,24000000.0
5042e5c2,800000.0
3d68d631,1200000.0
82efe6fa,1800000.0
43b78598,60000000.0
8387afe6,950000.0
5cb1d026,2000000.0
42eaa028,36000000.0
68252d6d,17500000.0
54f2d108,300000.0
2f557579,48000000.0
a0b4bb3e,40000000.0
cf182add,15000000.0
dbd3a428,4500000.0
4c82730b,1500000.0
85f8571a,1200000.0
29fbdc88,3600000.0
1265a93a,22500000.0
ce9e8024,1200000.0
b66315ae,56000000.0
1bacc518,72000000.0
cf2a6ace,1600000.0
45db685d,52000000.0
2b65fe46,9000000.0
4dbdf7f7,1500000.0
4d8cd038,32000000.0
7111d552,45000000.0
dba67bc4,3200000.0
bb6c6331,2400000.0
b825a650,17500000.0
21a66f6a,120000000.0
8455ad90,13500000.0
b9fbae28,80000000.0
b0b902c8,5500000.0
51dbeea9,28000000.0
f25c8e3a,33500000.0
2fabebc0,650000.0
38ac43d3,5500000.0
49296448,64000000.0
aef6e670,28000000.0
8b8a56ce,5200000.0
ca8033cb,28000000.0
4e034598,550000.0
6747869d,4500000.0
55126f3b,48000000.0
179d2851,4500000.0
cc96d422,650000.0
5ed9b537,40500000.0
cce181df,22500000.0
e6eadfb8,6500000.0
d9a5d930,4800000.0
1f3afdcb,4000000.0
5853ac44,11000000.0
da974c7b,56000000.0
79c0821a,36000000.0
9d60028d,4800000.0
6ce1f46f,48000000.0
580d52dd,16000000.0
292a652a,4000000.0
9d40ca9c,1600000.0
c01f247a,325000.0
41e7ef1c,12000000.0
d4e93bab,8000000.0
19e4dca5,6500000.0
1931bde9,2400000.0
ebc56869,3200000.0
c1b7847c,24000000.0
abe66106,16000000.0
8e034340,3500000.0
119b9a8e,60000000.0
016ff750,15000000.0
4dbd0916,24000000.0
2b471f99,10500000.0
4f28a6ff,48000000.0
2ba38347,725000.0
8d78e732,56000000.0
d6e53a3a,67500000.0
58f077c0,10500000.0
82dbf623,4000000.0
02c15616,16000000.0
8f62b6ee,14500000.0
d7553721,40000000.0
e1cbb531,16000000.0
ed9f7cfe,31500000.0
7c104bb7,13500000.0
f00de885,17500000.0
c27ae377,3200000.0
1a2935f6,16000000.0
a69e4806,28000000.0
ca5828af,2400000.0
a99138af,4500000.0
80490d7f,7200000.0
b05e2dbd,40000000.0
921f6058,8000000.0
881cd6be,18000000.0
5eae500a,68000000.0
8a6ab963,7000000.0
997fff07,4000000.0
d8feae4a,5500000.0
b088363d,800000.0
892d5bb1,48000000.0
91e58f66,3200000.0
fcb38f57,17500000.0
fc46aab1,2300000.0
73fc8cc3,1600000.0
16b9d5cf,13500000.0
d6a889ea,12000000.0
48d5bd33,11000000.0
c20bdcd7,2400000.0
c691bfe2,120000000.0
f520049f,6000000.0
c707411f,32000000.0
9ae9eaea,2400000.0
133faa84,3200000.0
e3d0b0c4,2800000.0
603116a7,16000000.0
f0da930c,56000000.0
e26f559f,1000000.0
a022e78c,4800000.0
a3b0ed18,2000000.0
f0021247,14500000.0
9139bb12,8000000.0
d5f2f82b,52000000.0
7f97771d,13000000.0
f7036e1c,64000000.0
bac46a10,20000000.0
e0314d87,1200000.0
4adc7b42,2000000.0
9d689a5b,1600000.0
55abe554,6500000.0
b217ef29,32000000.0
c0cddebe,10500000.0
1adcf39e,4000000.0
0e6bc38c,4000000.0
b74277a0,9500000.0
42fd9c7f,180000000.0
0a6dbbf7,4800000.0
48b3dd60,56000000.0
c6e5d20f,16000000.0
5271c8f1,28000000.0
3cefcaef,32000000.0
9413b19f,28000000.0
3640af28,2400000.0
89b2c8a9,20000000.0
d70ce98e,112000000.0
e162b013,24000000.0
d436eb94,8000000.0
85613cf0,32000000.0
2784f898,36000000.0
2f90f6b8,6500000.0
746b64a7,1500000.0
f833a830,10000000.0
f833a830,10000000.0
a9aa0d1d,14500000.0
807e869a,13000000.0
a8741470,2400000.0
6025fab1,12000000.0
8ac501f5,900000.0
0c3f7197,1200000.0
c43e5e7e,4000000.0
129af0db,36000000.0
ff579c7e,5800000.0
6ca88b2a,1600000.0
9674002f,40500000.0
2b622f01,32000000.0
ac73ec79,20000000.0
3c6089ab,25500000.0
04989945,125000.0
eb2fe5b6,15000000.0
a2abe631,4000000.0
dc29b608,2400000.0
1d5cab82,5400000.0
c459a650,8000000.0
2946f9a1,12000000.0
4b6960d2,800000.0
ecada4fc,8000000.0
5cdddffa,52000000.0
199cd404,1300000.0
4f1e6a0b,36000000.0
a9dc785c,14500000.0
8778c910,14500000.0
69384e5d,128000000.0
c14bc029,72000000.0
39769cff,3200000.0
7c56da38,28000000.0
b3e4a674,2400000.0
c7526c18,11000000.0
ee8508c0,80000000.0
6a479195,2300000.0
1d1691ad,16000000.0
1d1691ad,16000000.0
d125f22f,5500000.0
63b9cc6d,2400000.0
beec76cc,3500000.0
f5ba8903,200000.0
ae44e8e2,31500000.0
ae44e8e2,31500000.0
e9c0c1b2,36000000.0
e81f0356,4000000.0
c06d1086,5200000.0
8652a85c,4000000.0
20030c06,16000000.0
43a166b4,16000000.0
ee950928,7500000.0
8c90fd7a,27000000.0
4d17df3e,2000000.0
82b1198a,2800000.0
0d267745,14500000.0
38c7feef,28000000.0
952e0df2,325000.0
3ef0af0d,5500000.0
88062e83,2700000.0
e0bc6fdc,24000000.0
1e8dbb59,1600000.0
dff153a4,20000000.0
7460ca0d,28000000.0
529f49ab,40000000.0
e599253a,16000000.0
00672021,4800000.0
53070b63,13500000.0
b7ca5c51,17500000.0
45a03961,28000000.0
eed332df,2200000.0
3ca7254a,9500000.0
a8f21b9f,9000000.0
121101a4,4800000.0
6fe90922,17500000.0
24228180,11000000.0
0cb29e91,2500000.0
a634b9d2,2000000.0
adfc9123,20000000.0
fe2db476,2000000.0
96094cbc,21500000.0
ad6df2d5,52000000.0
7fcc71d8,12000000.0
5e861944,22500000.0
5e861944,22500000.0
2a6cd437,7000000.0
d2416c2e,24000000.0
b182a240,17500000.0
8f21b7bd,550000.0
1bf33a9a,54000000.0
34c3b935,1600000.0
8794e251,25500000.0
9a1f2e1c,5500000.0
89f951b5,20000000.0
47fd5136,8000000.0
7483d9f9,2400000.0
08511d65,14500000.0
ef619b0b,28000000.0
1dbfae2d,1600000.0
d504b3e1,22500000.0
4b3c863f,14500000.0
5c2da10f,2000000.0
4bd00a50,8000000.0
36a3ff67,32000000.0
7fa4e703,13500000.0
44865466,475000.0
54f5ce34,2000000.0
5f0241b2,8000000.0
733e7ad8,4000000.0
335fa267,40000000.0
2e4f5f03,64000000.0
4dedd469,3000000.0
6434f10d,64000000.0
1fb1c435,40000000.0
715bf047,32000000.0
8f5e92a6,45000000.0
dea698d9,60000000.0
2a1beb34,19000000.0
89d10e53,16000000.0
18b896d6,40000000.0
14b8fcdf,12000000.0
0b5a292a,12000000.0
c0c7ff58,48000000.0
86dd16a8,2400000.0
903b6e8b,2800000.0
e280527c,32000000.0
e342ad68,120000000.0
5af687a1,5500000.0
dae8623e,9500000.0
032f894e,16000000.0
2c0f8e9e,16000000.0
da7b447d,48000000.0
dbf053da,117000000.0
0d82903c,40000000.0
c50e5bba,11000000.0
9744ff80,28000000.0
1c96ad85,9000000.0
f6ac68c1,25500000.0
5d4f7d61,20000000.0
89565ac5,1400000.0
746fec7d,4000000.0
fa274d97,16000000.0
e613313c,6300000.0
a45eac1f,12000000.0
d04b94db,32000000.0
c904f3d5,4800000.0
b70bde8f,24000000.0
10efd0e1,9500000.0
6aa3e78b,31500000.0
d4232ba9,1600000.0
6421ec64,16000000.0
8ce063f9,4000000.0
03998238,1800000.0
3eb22ec9,80000000.0
e2716bd0,12000000.0
70cf63ca,24000000.0
86e7deaf,4800000.0
73000a79,4800000.0
2acd49b9,20000000.0
0638becf,675000.0
6250083a,7200000.0
65adf2db,800000.0
30f5ffa9,48000000.0
76d5857d,3200000.0
cbbfa2e7,7000000.0
2ccd89a3,3200000.0
fed17f5a,40000000.0
886f9aac,5800000.0
6613c819,12000000.0
7b075c75,8000000.0
ae59b359,24500000.0
ac4003af,2000000.0
e07c2923,3200000.0
27d902c8,2800000.0
ee3519f5,8000000.0
b400bde0,128000000.0
13b44b02,1200000.0
5eecec3d,36000000.0
a6154613,28000000.0
e33c06cf,48000000.0
bd20f4eb,2400000.0
01b8a2b2,32000000.0
934e1968,13500000.0
47dc80f5,4000000.0
2475dcc6,20000000.0
f0661424,28000000.0
bd142efb,29500000.0
7272a72a,9500000.0
b698cfc6,650000.0
8da74c05,4800000.0
e9971f2d,7200000.0
4d0eb7d2,4000000.0
70bc68ef,725000.0
0dce3356,7200000.0
e8ed3abc,800000.0
6f51e382,72000000.0
5148dcc5,10500000.0
7120a04d,15500000.0
77d7c96f,5500000.0
6b994195,4000000.0
88f130ed,9000000.0
5ceba7fc,14000000.0
652d4c37,25500000.0
c56dc39e,12000000.0
c2604e3c,1200000.0
02ef8778,16000000.0
7edfbb8a,16000000.0
8ea2c099,475000.0
9e1035f8,45000000.0
71ec39ef,16000000.0
c47541e0,9500000.0
4c5e78da,1400000.0
21512407,28000000.0
f315ca93,3500000.0
1a799243,800000.0
3eed9821,32000000.0
d248cd8f,45000000.0
d75f3980,2800000.0
7a4cea18,1200000.0
0e21fc3c,1200000.0
9778d8dd,1600000.0
0bc4e720,4800000.0
0959c2a2,54000000.0
392a7aea,12000000.0
f9e0c603,1300000.0
9f8e9423,64000000.0
fd51b456,16000000.0
44ac04e9,18500000.0
dad4b285,8000000.0
1467af0d,60000000.0
ba23a904,14500000.0
67cdbc0e,11000000.0
8b529245,16000000.0
db750822,14500000.0
03df04ff,12000000.0
5064d4c1,550000.0
64f69877,28000000.0
c24544c7,4800000.0
d0d8dd44,48000000.0
46a8347f,12000000.0
82a8d4cc,1600000.0
5944af8f,1600000.0
808df563,6700000.0
86dd77d1,40000000.0
984a5a64,8000000.0
e0900238,6500000.0
d83bbc54,11000000.0
346d51d9,18500000.0
30c220c3,8000000.0
f9acca3a,13500000.0
49fe9070,64000000.0
eb58eef0,40000000.0
8b9ebd03,22500000.0
2f7acede,32000000.0
5dfc6ad5,21500000.0
4b803b3c,9000000.0
f3600c02,7000000.0
b7481dc0,100000.0
f5c8b425,13000000.0
228f73ae,6000000.0
3318193b,400000.0
a4effc55,31500000.0
d3de9af0,36000000.0
bc647827,725000.0
ed87a229,2800000.0
ed2b33cb,325000.0
a5296e55,32000000.0
51cf8561,24000000.0
028e70b9,6300000.0
6622454d,40000000.0
ce4246f5,28000000.0
aca5a6f7,1300000.0
